愉悦安,小区名,区县,地址,物业公司,物业类型,物业id,房屋等级,建设用地,开发单位,是否有合同,负责人,点位坐标,面坐标
6c31660af289dbc3030f8d34f719c164,怀旧年华·璧玉城,璧山区,璧城街道璧永路213号,重庆富川物业管理服务有限公司璧山分公司,商住一体（综合商业体）,1943206529470000400,二级,地字第500227201500015号,重庆雅苑房地产开发有限公司,有合同,鲁向东,"[106.23215894190156, 29.59202138543145]","[[[106.23214187583874, 29.592810840166738], [106.23197718817893, 29.592845406955163], [106.23105720883791, 29.592218264808988], [106.23239742565568, 29.59105779465158], [106.23285741532617, 29.591447911640646], [106.23297099302256, 29.59230715133454], [106.23214187583874, 29.592810840166738]]]"
6c3a933e32aa1d3c62d28a42b519a79d,蓝桂雅苑,渝北区,重庆市渝北区兰桂大道169号,佛山建发安邦物业服务集团股份有限公司重庆分公司,商住一体（综合商业体）,1904703671670000000,超等级,地字第500112201500046号,重庆中脊实业有限公司,有合同,,"[106.59463213792723, 29.719252546940567]","[[[106.59420611281475, 29.72070872686644], [106.59319430486174, 29.719008889505385], [106.59532199244292, 29.717667521247684], [106.59544340939728, 29.717713775325535], [106.5954665364362, 29.718569475765793], [106.59561686218923, 29.7191765605376], [106.59588282313688, 29.719748954751015], [106.59582500553957, 29.719870371705376], [106.59420611281475, 29.72070872686644]]]"
6c5a47ae2356d16337dbc99fb49dcdd5,御景水岸,永川区,永川区星光大道777号,重庆市恒飞物业管理有限公司,住宅,1783700386520000000,三级,渝规地证（2013）永川地字第0065号,重庆智永房地产开发有限公司,有合同,杨卫清,"[105.92346537140556, 29.34116208357077]","[[[105.92266848907296, 29.341491775740828], [105.92264561449495, 29.340514705925827], [105.92279429925203, 29.34052467607327], [105.92334328912435, 29.340883600732024], [105.92426970953383, 29.341003242004078], [105.92452132989197, 29.341152793396674], [105.924532767181, 29.341531655942514], [105.92266848907296, 29.341491775740828]]]"
6c740c5098e3657e7199507dc52f32a0,重庆中央大道,江津区,重庆市江津区圣泉街道南北大道1188号,重庆渝能物业服务有限公司,住宅,1905542568209999600,超等级,地字第500381201500014号,重庆渝能置业发展有限公司,有合同,,"[106.25312697144838, 29.327179328838763]","[[[106.25201343035418, 29.328037705966935], [106.25220015529636, 29.326550575177386], [106.25292038007336, 29.326357181487268], [106.25435416087943, 29.32677064385925], [106.25440084211498, 29.327224118718842], [106.25488766071425, 29.327164099987424], [106.25490099821012, 29.327270799954388], [106.25336718618502, 29.32771093731811], [106.252340199003, 29.32809772469835], [106.25201343035418, 29.328037705966935]]]"
6c7a782408a0b1e4f7c3c53a0bf48dd2,合川天籁城,合川区,合川区联滨路39号,金科智慧服务集团股份有限公司,住宅,1899060278800000000,三级,地字第500382201300124号,重庆合川区金科合竣置业有限公司,有合同,赵华林,"[106.2802211437056, 29.966800744358473]","[[[106.28046207533673, 29.967732673895707], [106.27925752862949, 29.96600407115348], [106.27982851505564, 29.965761597465658], [106.28117385293648, 29.967482378476017], [106.28077494461135, 29.96776396082317], [106.28046207533673, 29.967732673895707]]]"
6c7fc3a425389340a5ef8647b8f1e68c,北城华府,合川区,北环路498号,重庆弘驰物业管理有限公司,商住一体（综合商业体）,1909959790670000000,三级,渝规地证（2011）合川字第0019号,重庆秋浩房地产开发有限公司,有合同,夏勤,"[106.25601387399306, 30.011099461355908]","[[[106.25448704757562, 30.012682584984884], [106.25415167616, 30.010562784527707], [106.25430987022398, 30.01040459046374], [106.25756234017916, 30.009873058408804], [106.25804325013362, 30.0113917214229], [106.25781545068152, 30.01209410306692], [106.2572965741517, 30.012151052929948], [106.25725227981378, 30.011480310098722], [106.25540457314663, 30.011518276674074], [106.25558175049828, 30.012208002792978], [106.25538558985896, 30.012467441057886], [106.25448704757562, 30.012682584984884]]]"
6c9679b0cb66a9dc4790c5748976f71f,海语江山,江北区,江北区海尔路199号,重庆海蕴物业管理有限公司,住宅,1906598734490000100,三级,地字第500105200500339号,重庆海逸新房地产开发有限公司,有合同,,"[106.57407312501708, 29.61674972305089]","[[[106.57401808524057, 29.618387870535855], [106.57194411275053, 29.615816909246355], [106.5746488787168, 29.614861161555094], [106.57496427545492, 29.615453725123675], [106.57362622868715, 29.615988943830782], [106.57423790720955, 29.6169829214297], [106.57566197126954, 29.616600622353193], [106.57627364979194, 29.61768061724432], [106.57401808524057, 29.618387870535855]]]"
6c97cd912a7f2b13f8563429b8bbb9de,江东花园,涪陵区,涪清路142号,重庆市涪陵区飞翔物业管理有限公司,住宅,1942057366780000000,按约定确定,地字第500102200900123号,,有合同,,"[107.41316245597362, 29.703698450362136]","[[[107.41337458702387, 29.703848681443148], [107.41309307964565, 29.703893509515137], [107.41290775395503, 29.703553223195456], [107.41329717249488, 29.70352877143947], [107.41337458702387, 29.703848681443148]]]"
6c9846049e57c075a385d4652fdbb827,金科美辰,巴南区,重庆市巴南区南泉街道华林路1118号,金科智慧服务集团股份有限公司,商住一体（综合商业体）,1899331404329999600,超等级,地字第500113201900025号,金科宸居置业有限公司,有合同,马骏飞,"[106.62590733252222, 29.45748042470214]","[[[106.62660699636473, 29.456470965212958], [106.62661577852187, 29.456565059597004], [106.62662653329973, 29.456693341673816], [106.62663306330015, 29.45679612226429], [106.62665334541936, 29.456885098953478], [106.62674013805461, 29.45717685732096], [106.62677259223508, 29.45729956022738], [106.62678370185002, 29.45741316487045], [106.62679826857831, 29.457501450155625], [106.62680621217318, 29.457566494991028], [106.62681856778717, 29.45765568732222], [106.6268267356255, 29.457880136963876], [106.62683152528443, 29.457935208913458], [106.62683290413995, 29.457974859034], [106.62684177204866, 29.458203805276618], [106.62686434074847, 29.45828658874813], [106.62585729334026, 29.458546546629428], [106.62560925309587, 29.45861057257783], [106.62553144037595, 29.458630659729412], [106.6253425890854, 29.45854753913067], [106.62530430144827, 29.458396806167155], [106.62529052624019, 29.458342580980794], [106.62529018566804, 29.458341253954377], [106.62527627804214, 29.458286498320533], [106.62527623596087, 29.45828633265652], [106.62525533444939, 29.458204094096637], [106.62525384673062, 29.458200110551495], [106.62522929240136, 29.458134923809155], [106.62522894527208, 29.458134002236832], [106.62512560678276, 29.45785967051337], [106.62492786075155, 29.457081116501584], [106.62492486426517, 29.457069317950307], [106.6248569009635, 29.4568017530343], [106.62485610412969, 29.456798615346713], [106.62485276008658, 29.45678545798774], [106.62488594307202, 29.456737250123073], [106.62488609267126, 29.456737031338008], [106.62493528670002, 29.456665545045738], [106.6266026218899, 29.4563763357059], [106.62660699636473, 29.456470965212958]]]"
6cb178f304cc90cfea193eeb82b6286f,花山怡园,南川区,南川区东环路133路,重庆曼禾物业管理有限公司,住宅,1916389881200000300,一级,万建规字0025号,,有合同,,"[107.10380616711664, 29.156548528219453]","[[[107.10299714788118, 29.15646402693179], [107.10336330151415, 29.156003884569877], [107.10464037394122, 29.156588810945767], [107.1042742203083, 29.157080146527033], [107.10327399575, 29.156674599867443], [107.10299714788118, 29.15646402693179]]]"
6cc081585070985c4e2ec8fdb31402f8,尚书府第,合川区,合川区合阳城街道将军支路,重庆市诚顺物业管理有限公司,商住一体（综合商业体）,1905260678990000000,二级,渝规地证（2009）合川字第0005号,重庆市恒旭房地产开发有限公司,有合同,,"[106.2551367816554, 29.997968147692625]","[[[106.25510875024759, 29.998223647538218], [106.2549062618457, 29.99785980119109], [106.25521632221108, 29.9977047710084], [106.25533022193714, 29.998135058862395], [106.25510875024759, 29.998223647538218]]]"
6ce72904ad335a547ddeeadd8a9b0da1,御璟豪庭,石柱县,重庆市石柱县黄水镇沙树湾,重庆家家谊物业管理有限公司,住宅,1919999999999999700,三级,地字第500240202000017号,重庆名品房地产开发有限公司,有合同,崔鹏,"[108.39019737359406, 30.234902746683595]","[[[108.38997309145725, 30.23514577225392], [108.38984059574001, 30.234732855230376], [108.39044629044734, 30.234647000977986], [108.39051727029589, 30.235104889457663], [108.38997309145725, 30.23514577225392]]]"
6cee1cb7f91b678531ebcaf5fdcd4574,恒宇天街,石柱县,重庆市石柱县都督大道39号,重庆峰盈物业管理有限公司,商住一体（综合商业体）,1917026392410000000,三级,地字第500240201400009号,重庆恒社房地产开发有限公司,有合同,,"[108.09953184849329, 29.976098643453945]","[[[108.09881716768517, 29.975947993147813], [108.09934496259733, 29.975485627356974], [108.1002478844719, 29.976248967106], [108.0997157276183, 29.976711332896834], [108.09881716768517, 29.975947993147813]]]"
6cf98cb86361a1ef1293e124d1ce0fa8,尚桂佳苑,云阳县,桂湾支路185号,重庆市承嘉物业管理有限公司,住宅,1693454139900000000,按约定确定,地字第500235201700004号,云阳县合升商贸有限公司,有合同,,"[108.69836158239472, 30.941643955687745]","[[[108.698306873548, 30.94122954324373], [108.6986686195761, 30.941525379536433], [108.69834893703965, 30.942001601889064], [108.69809655608984, 30.941943878093905], [108.698306873548, 30.94122954324373]]]"
6cfb4c32f16cc08adc2c8ac7abf9f8cb,凯旋天地,南岸区,重庆市南区腾龙大道45号,1681235409027129345,商住一体（综合商业体）,1902651694950000000,超等级,地字第500108201400019号,华润置地（重庆）有限公司,有合同,李乐梅,"[106.5968395108776, 29.605540104505582]","[[[106.59606881447644, 29.605767147658696], [106.59665102092642, 29.60479156402319], [106.59754020895915, 29.60524254253723], [106.59712737165826, 29.60630095357723], [106.59606881447644, 29.605767147658696]]]"
6d150b0a48e214a87195a4ac4c2d3171,美都香榭,城口县,任何一路55、56号,四川赛奥物业管理有限责任公司城口分公司,商住一体（综合商业体）,1696371510240000300,二级,地字第500229201400005号,,有合同,黄娟,"[108.66721858821748, 31.941112922669873]","[[[108.66610266688828, 31.94223574318901], [108.66575934290411, 31.94187222367635], [108.66569370743655, 31.94134713993584], [108.66609761800616, 31.940852349488054], [108.66647628416519, 31.940620100910518], [108.66694583020237, 31.94047368332903], [108.66792026445158, 31.94041814562571], [108.66893004087564, 31.940514074385995], [108.66945007573403, 31.940705931906564], [108.66938444026647, 31.94081700731321], [108.66723866536535, 31.941574339631252], [108.66610266688828, 31.94223574318901]]]"
6d221a1a75d72292b6d4f87df2afc9b2,晏家八期,长寿区,重庆市长寿区晏家街道育才路33号,1788761932499439617,住宅,1902898814640000300,超等级,地字第500115201000037号,,有合同,伍春花,"[107.00567642616116, 29.8277254153729]","[[[107.00417487306085, 29.828912407055096], [107.00459317279532, 29.82786911841561], [107.00505330250323, 29.827596954370488], [107.00564937962484, 29.827333861755626], [107.00552388970452, 29.826771385565998], [107.00579578453188, 29.82618168938726], [107.0062349992531, 29.82593673764396], [107.00697748128177, 29.82619983393695], [107.0064441491203, 29.828050560700557], [107.00535656981071, 29.82935693542699], [107.00417487306085, 29.828912407055096]]]"
6d25b0f5908aeb08ee3c2f6a7d3e95c3,洺悦府,江北区,滨石路29号,中电建物业管理有限公司重庆分公司,住宅,1903288795140000000,超等级,地字第500105201700012号,重庆泛悦房地产开发有限公司,有合同,杨煜华,"[106.47767079143996, 29.57143359575015]","[[[106.4775514240795, 29.572179088143507], [106.47684417078797, 29.571414489990495], [106.4776278838948, 29.570898386237214], [106.47806752783278, 29.570611661929835], [106.4784774386932, 29.570956637893445], [106.47795194530163, 29.571273559165682], [106.47808196428511, 29.572178274592417], [106.4775514240795, 29.572179088143507]]]"
6d315c00e2936642407fa56141c71a81,江上明珠,云阳县,顺城路内侧,重庆新明浪物业服务有限公司,商住一体（综合商业体）,1909781476999999700,一级,地字第500235201300008号,重庆新明浪物业服务有限公司,有合同,李胜明,"[108.72377436665316, 30.922884464303685]","[[[108.72304602018957, 30.923186821187507], [108.72292993769719, 30.923165856515716], [108.7235470077883, 30.92207568725027], [108.72456120219553, 30.922730838539053], [108.7241518586697, 30.923606113658387], [108.72304602018957, 30.923186821187507]]]"
6d649cbba29691514032822019bb0ba3,川渝特色旅游综合交易市场,永川区,重庆市永川区海棠大道899号,重庆丽森物业管理有限公司,商住一体（综合商业体）,1922906978140000000,三级,地字第500118202000016号,重庆金蜀实业有限公司,有合同,游文成,"[105.89742222439558, 29.335248357382312]","[[[[105.8997771847828, 29.334946300408195], [105.8996878058801, 29.334552706677847], [105.9004060160861, 29.334330493393065], [105.90051442976787, 29.334738954874226], [105.8997771847828, 29.334946300408195]]], [[[105.89950774891238, 29.334585197463344], [105.89977752335903, 29.33534015465352], [105.89780098488379, 29.335438190120353], [105.89722609446977, 29.33561164355821], [105.89688532015413, 29.335863715365512], [105.89562719343074, 29.33547054518037], [105.89584297141576, 29.335281771497637], [105.89600360913109, 29.33490400053264], [105.8961295829816, 29.334904053759693], [105.89612974479607, 29.33509298367022], [105.89623760316384, 29.334951070384154], [105.89621945874431, 29.334778129769983], [105.89607537931751, 29.33465212658275], [105.8959144149451, 29.334652048052735], [105.89618303924483, 29.33427430767394], [105.89677620185208, 29.33455722795337], [105.89749538803981, 29.334777746567536], [105.89812353525532, 29.33485598269142], [105.89844760595258, 29.3348554632261], [105.89950774891238, 29.334585197463344]]], [[[105.89562730277136, 29.33559649893247], [105.89613039890062, 29.33584770619157], [105.89595181031024, 29.336272471741033], [105.89620301006694, 29.336556472969743], [105.89591619638874, 29.336698298407033], [105.8957902277644, 29.33669822044492], [105.89568224284383, 29.33668214783471], [105.89550221221842, 29.336587027758146], [105.89521499057275, 29.336224851433272], [105.89562730277136, 29.33559649893247]]]]"
6d6b1eff6ed6ea06fb5d28b660a001a2,阳光花园,万盛区,重庆市万盛经开区万东镇团结村大湾社,重庆宽达物业管理有限公司,商住一体（综合商业体）,1919999999999999700,按约定确定,地字第500110201500014号,重庆市舜兴置业有限公司,有合同,,"[106.93136208343331, 28.961064048688858]","[[[106.93101148190554, 28.961398207428065], [106.93113423996128, 28.961067394304017], [106.93126681866148, 28.960839691149882], [106.93131592188377, 28.960702209757752], [106.9317185683066, 28.96073658012291], [106.93164000315095, 28.961015838916758], [106.93152215541743, 28.961101764547923], [106.93137975607276, 28.961449762624923], [106.93101148190554, 28.961398207428065]]]"
6d6f849463d394928f83f7ae0be5958b,新科城市广场,巴南区,东城大道与石美大道交汇处,重庆亲禾智慧生活服务有限公司,商住一体（综合商业体）,1899745140670000000,二级,地字第500113201300052号,重庆新界点置业有限公司,有合同,龚应明,"[106.60756953635271, 29.388948770604333]","[[[106.6067620703671, 29.38967295878857], [106.60678709726358, 29.388190140532302], [106.60841384553413, 29.388226484375387], [106.60830539564942, 29.389731108083698], [106.6067620703671, 29.38967295878857]]]"
6d88631a77e21795d878b99e60f7755f,朗科文澜里,璧山区,重庆市璧山区璧泉街道枫香路1号,龙湖物业服务集团有限公司,住宅,1903400769660000000,超等级,地字第500227201400030号,,有合同,向洵,"[106.198739244794, 29.576349516382137]","[[[106.19905100808408, 29.577275264574908], [106.19837431805581, 29.577257219507487], [106.19833822792097, 29.575362487428325], [106.19904198555038, 29.575362487428325], [106.19902394048296, 29.5761294027937], [106.19916773711395, 29.57615308694469], [106.19917450401424, 29.577280903658476], [106.19905100808408, 29.577275264574908]]]"
6da18ee8a972181a7a1b9dc9a2d2a8ae,铜梁美丽泽京,铜梁区,重庆市铜梁区东城街道金龙大道993号,重庆泽京物业管理集团有限公司铜梁分公司,住宅,1901444017070000000,超等级,地字第500224201200132号,重庆泽京宏远置业发展有限公司,有合同,,"[106.07576518387027, 29.849581545200166]","[[[106.07568229539427, 29.851748180002712], [106.0756120521019, 29.85016268854643], [106.07431756857115, 29.85016268854643], [106.07434767283931, 29.847674069045432], [106.07635462404978, 29.847714208069643], [106.0764148325861, 29.84920938672145], [106.0770670917295, 29.849229456233555], [106.07713733502187, 29.851758214758764], [106.07568229539427, 29.851748180002712]]]"
6db1bd5bee41a7571442b21c4a805d3a,中昂新天地,秀山县,白沙大道北段72号,中昂物业管理有限公司重庆分公司,住宅,1924316938320000000,四级,地字第500241202100004号,民生会议会展有限公司,有合同,,"[109.00715284287976, 28.462197503007648]","[[[109.0051016242816, 28.464264056295335], [109.00512740965874, 28.463209975078854], [109.00618461012064, 28.46317597228393], [109.00626196625203, 28.46102243965257], [109.00541104880706, 28.460920429123664], [109.00551419031555, 28.46004766835207], [109.00894364547251, 28.460308363882806], [109.0083247964216, 28.464207385529612], [109.0051016242816, 28.464264056295335]]]"
6dbddddce3755bf67af40a65bd609620,腾龙居二期,江津区,朝门路303号,重庆聚龙阁物业管理有限公司,商住一体（综合商业体）,1911715568460000000,超等级,地字第500116202100061号,重庆腾龙居实业有限公司,有合同,,"[106.24665207010788, 29.31036693731865]","[[[106.24576474300233, 29.3094020351994], [106.24619718975954, 29.30968003668618], [106.24652924709098, 29.309336395959466], [106.24818181148461, 29.31050245775124], [106.24731305683842, 29.3114329905056], [106.24713544477743, 29.311494768613777], [106.24503885023128, 29.31016267815629], [106.24576474300233, 29.3094020351994]]]"
